mpnet_id,id,name_zh,cluster,degree,betweenness,clustering,eigenvector,cluster1_song_and_before,cluster2_yuan_ming,cluster3_qing_after
1,3,安燾,cluster1_song_and_before,2,5.232154524665142e-05,0.0,0.004265066383703475,1,0,0
2,4,查道,cluster1_song_and_before,5,0.00027459836566181493,0.2,0.005108572901288774,1,0,0
3,10,晁謙之,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
4,13,晁補之,cluster1_song_and_before,17,0.0016335920391283125,0.0661764705882353,0.09911607645690022,1,0,0
5,15,陳安期,cluster1_song_and_before,4,0.0,0.8333333333333334,0.002107693015993836,1,0,0
6,16,陳安民,cluster1_song_and_before,1,0.0,0.0,0.00010957515284634163,1,0,0
7,18,陳安道,cluster1_song_and_before,5,7.29214605056407e-05,0.5,0.0059598441600470405,1,0,0
8,22,陳求道,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
9,25,陳洎,cluster1_song_and_before,2,0.0003866689807252532,0.0,0.008695393046947707,1,0,0
10,28,陳絳,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
11,33,陳知儉,cluster1_song_and_before,3,0.0010150237205963479,0.0,0.002824293957244123,1,0,0
12,34,陳執中,cluster1_song_and_before,4,0.00042399200804138764,0.0,0.018672351763112223,1,0,0
13,36,陳之淵,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
14,37,陳靖,cluster1_song_and_before,2,0.0,1.0,0.0005729392781419383,1,0,0
15,53,陳紘,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
16,56,陳若拙,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
17,62,陳康伯,cluster1_song_and_before,2,0.0,1.0,0.006110695701496818,1,0,0
